ID,Fitness Centre Name,Address,Area / Locality,City,Rating,Number of Reviews,Category / Type,Phone Number,Email Address,Website / Social URL,Operating Hours,Price Range
375,Fitness Centre 425,"73, Main Road, Bengaluru",HSR Layout,Bengaluru,3.8,1311,Dance / Zumba Studio,+91 9876583299,fit425@example.com,https://fitness425.example.com,6 AM - 10 PM,Budget
376,Fitness Centre 426,"29, Main Road, Bengaluru",Jayanagar,Bengaluru,4,2483,CrossFit Box,+91 9876594028,fit426@example.com,https://fitness426.example.com,24 Hours,Premium
377,Fitness Centre 427,"25, Main Road, Bengaluru",Whitefield,Bengaluru,4.1,1919,Gym / Fitness Studio,+91 9876524169,fit427@example.com,https://fitness427.example.com,24 Hours,Premium
378,Fitness Centre 428,"25, Main Road, Bengaluru",HSR Layout,Bengaluru,4,2066,Dance / Zumba Studio,+91 9876588827,fit428@example.com,https://fitness428.example.com,6 AM - 10 PM,Mid
379,Fitness Centre 429,"24, Main Road, Bengaluru",Koramangala,Bengaluru,4.7,621,Dance / Zumba Studio,+91 9876557881,fit429@example.com,https://fitness429.example.com,5 AM - 11 PM,Budget
380,Fitness Centre 430,"80, Main Road, Bengaluru",HSR Layout,Bengaluru,4.5,1541,Yoga Studio,+91 9876550329,fit430@example.com,https://fitness430.example.com,6 AM - 10 PM,Mid
381,Fitness Centre 431,"26, Main Road, Bengaluru",Whitefield,Bengaluru,4.5,710,Gym / Fitness Studio,+91 9876561634,fit431@example.com,https://fitness431.example.com,5 AM - 11 PM,Budget
382,Fitness Centre 432,"12, Main Road, Bengaluru",Indiranagar,Bengaluru,4.2,2376,Dance / Zumba Studio,+91 9876589989,fit432@example.com,https://fitness432.example.com,5 AM - 11 PM,Budget
383,Fitness Centre 433,"86, Main Road, Bengaluru",Koramangala,Bengaluru,4.4,1421,CrossFit Box,+91 9876544616,fit433@example.com,https://fitness433.example.com,5 AM - 11 PM,Premium
384,Fitness Centre 434,"85, Main Road, Bengaluru",Jayanagar,Bengaluru,4.5,1086,Dance / Zumba Studio,+91 9876543739,fit434@example.com,https://fitness434.example.com,6 AM - 10 PM,Budget
385,Fitness Centre 435,"78, Main Road, Bengaluru",HSR Layout,Bengaluru,4.1,727,Yoga Studio,+91 9876573791,fit435@example.com,https://fitness435.example.com,6 AM - 10 PM,Mid
386,Fitness Centre 436,"1, Main Road, Bengaluru",HSR Layout,Bengaluru,4.4,1946,Gym / Fitness Studio,+91 9876567606,fit436@example.com,https://fitness436.example.com,6 AM - 10 PM,Mid
387,Fitness Centre 437,"63, Main Road, Bengaluru",Indiranagar,Bengaluru,3.8,1875,CrossFit Box,+91 9876588049,fit437@example.com,https://fitness437.example.com,5 AM - 11 PM,Mid
388,Fitness Centre 438,"76, Main Road, Bengaluru",Jayanagar,Bengaluru,4.4,1653,Dance / Zumba Studio,+91 9876570463,fit438@example.com,https://fitness438.example.com,5 AM - 11 PM,Premium
389,Fitness Centre 439,"18, Main Road, Bengaluru",HSR Layout,Bengaluru,4.3,880,CrossFit Box,+91 9876553590,fit439@example.com,https://fitness439.example.com,7 AM - 9 PM,Premium
390,Fitness Centre 440,"26, Main Road, Bengaluru",Indiranagar,Bengaluru,4.7,2403,Yoga Studio,+91 9876599497,fit440@example.com,https://fitness440.example.com,5 AM - 11 PM,Premium
391,Fitness Centre 441,"36, Main Road, Bengaluru",HSR Layout,Bengaluru,4.7,2153,Dance / Zumba Studio,+91 9876589415,fit441@example.com,https://fitness441.example.com,24 Hours,Budget
392,Fitness Centre 442,"21, Main Road, Bengaluru",BTM Layout,Bengaluru,4.5,1439,CrossFit Box,+91 9876584440,fit442@example.com,https://fitness442.example.com,7 AM - 9 PM,Budget
393,Fitness Centre 443,"78, Main Road, Bengaluru",Whitefield,Bengaluru,4.7,2036,CrossFit Box,+91 9876548630,fit443@example.com,https://fitness443.example.com,24 Hours,Mid
394,Fitness Centre 444,"17, Main Road, Bengaluru",BTM Layout,Bengaluru,4.7,817,Gym / Fitness Studio,+91 9876515957,fit444@example.com,https://fitness444.example.com,7 AM - 9 PM,Budget
395,Fitness Centre 445,"86, Main Road, Bengaluru",Indiranagar,Bengaluru,4.1,789,CrossFit Box,+91 9876575137,fit445@example.com,https://fitness445.example.com,6 AM - 10 PM,Mid
396,Fitness Centre 446,"9, Main Road, Bengaluru",Whitefield,Bengaluru,4.3,1921,Yoga Studio,+91 9876568588,fit446@example.com,https://fitness446.example.com,5 AM - 11 PM,Mid
397,Fitness Centre 447,"22, Main Road, Bengaluru",Indiranagar,Bengaluru,4.7,1124,Yoga Studio,+91 9876561395,fit447@example.com,https://fitness447.example.com,24 Hours,Premium
398,Fitness Centre 448,"75, Main Road, Bengaluru",BTM Layout,Bengaluru,4.4,946,Dance / Zumba Studio,+91 9876542186,fit448@example.com,https://fitness448.example.com,24 Hours,Budget
399,Fitness Centre 449,"99, Main Road, Bengaluru",BTM Layout,Bengaluru,4.6,2446,Yoga Studio,+91 9876590442,fit449@example.com,https://fitness449.example.com,24 Hours,Premium
400,Fitness Centre 450,"1, Main Road, Bengaluru",BTM Layout,Bengaluru,4.6,1761,Dance / Zumba Studio,+91 9876532541,fit450@example.com,https://fitness450.example.com,6 AM - 10 PM,Mid
401,Fitness Centre 451,"5, Main Road, Bengaluru",Indiranagar,Bengaluru,4.4,1449,CrossFit Box,+91 9876580226,fit451@example.com,https://fitness451.example.com,24 Hours,Mid
402,Fitness Centre 452,"39, Main Road, Bengaluru",Whitefield,Bengaluru,3.9,2236,Dance / Zumba Studio,+91 9876510802,fit452@example.com,https://fitness452.example.com,7 AM - 9 PM,Budget
403,Fitness Centre 453,"74, Main Road, Bengaluru",Jayanagar,Bengaluru,4.2,2392,Gym / Fitness Studio,+91 9876510147,fit453@example.com,https://fitness453.example.com,24 Hours,Premium
404,Fitness Centre 454,"44, Main Road, Bengaluru",HSR Layout,Bengaluru,3.9,1636,Yoga Studio,+91 9876598677,fit454@example.com,https://fitness454.example.com,24 Hours,Premium
405,Fitness Centre 455,"5, Main Road, Bengaluru",Jayanagar,Bengaluru,4.5,921,CrossFit Box,+91 9876537247,fit455@example.com,https://fitness455.example.com,24 Hours,Mid
406,Fitness Centre 456,"5, Main Road, Bengaluru",Indiranagar,Bengaluru,4.4,948,Dance / Zumba Studio,+91 9876541094,fit456@example.com,https://fitness456.example.com,24 Hours,Mid
407,Fitness Centre 457,"32, Main Road, Bengaluru",BTM Layout,Bengaluru,4.4,845,CrossFit Box,+91 9876576700,fit457@example.com,https://fitness457.example.com,6 AM - 10 PM,Budget
408,Fitness Centre 458,"35, Main Road, Bengaluru",Jayanagar,Bengaluru,4.1,2109,Yoga Studio,+91 9876535662,fit458@example.com,https://fitness458.example.com,6 AM - 10 PM,Budget
409,Fitness Centre 459,"29, Main Road, Bengaluru",Whitefield,Bengaluru,4.1,2229,Gym / Fitness Studio,+91 9876531206,fit459@example.com,https://fitness459.example.com,5 AM - 11 PM,Budget
410,Fitness Centre 460,"71, Main Road, Bengaluru",HSR Layout,Bengaluru,4.5,1777,CrossFit Box,+91 9876520139,fit460@example.com,https://fitness460.example.com,5 AM - 11 PM,Premium
411,Fitness Centre 461,"45, Main Road, Bengaluru",Koramangala,Bengaluru,4,1536,Yoga Studio,+91 9876522152,fit461@example.com,https://fitness461.example.com,7 AM - 9 PM,Budget
412,Fitness Centre 462,"41, Main Road, Bengaluru",Indiranagar,Bengaluru,4.6,2465,Dance / Zumba Studio,+91 9876588154,fit462@example.com,https://fitness462.example.com,24 Hours,Mid
413,Fitness Centre 463,"5, Main Road, Bengaluru",Indiranagar,Bengaluru,4.7,2394,Gym / Fitness Studio,+91 9876556276,fit463@example.com,https://fitness463.example.com,6 AM - 10 PM,Budget
414,Fitness Centre 464,"75, Main Road, Bengaluru",Jayanagar,Bengaluru,4,1663,Yoga Studio,+91 9876590155,fit464@example.com,https://fitness464.example.com,24 Hours,Premium
415,Fitness Centre 465,"89, Main Road, Bengaluru",BTM Layout,Bengaluru,4.1,2143,Gym / Fitness Studio,+91 9876580452,fit465@example.com,https://fitness465.example.com,24 Hours,Budget
416,Fitness Centre 466,"7, Main Road, Bengaluru",HSR Layout,Bengaluru,4.6,654,Yoga Studio,+91 9876514709,fit466@example.com,https://fitness466.example.com,6 AM - 10 PM,Budget
417,Fitness Centre 467,"72, Main Road, Bengaluru",Koramangala,Bengaluru,4.8,1701,Dance / Zumba Studio,+91 9876545520,fit467@example.com,https://fitness467.example.com,24 Hours,Premium
418,Fitness Centre 468,"14, Main Road, Bengaluru",BTM Layout,Bengaluru,4.4,2263,Dance / Zumba Studio,+91 9876596634,fit468@example.com,https://fitness468.example.com,7 AM - 9 PM,Premium
419,Fitness Centre 469,"29, Main Road, Bengaluru",Koramangala,Bengaluru,4.8,1875,CrossFit Box,+91 9876582789,fit469@example.com,https://fitness469.example.com,6 AM - 10 PM,Budget
420,Fitness Centre 470,"32, Main Road, Bengaluru",BTM Layout,Bengaluru,4.7,1260,Dance / Zumba Studio,+91 9876578702,fit470@example.com,https://fitness470.example.com,24 Hours,Mid
421,Fitness Centre 471,"89, Main Road, Bengaluru",Indiranagar,Bengaluru,4,2132,Yoga Studio,+91 9876510550,fit471@example.com,https://fitness471.example.com,24 Hours,Mid
422,Fitness Centre 472,"55, Main Road, Bengaluru",Jayanagar,Bengaluru,4.3,1188,Gym / Fitness Studio,+91 9876538049,fit472@example.com,https://fitness472.example.com,6 AM - 10 PM,Budget
423,Fitness Centre 473,"56, Main Road, Bengaluru",HSR Layout,Bengaluru,4.2,1269,CrossFit Box,+91 9876521503,fit473@example.com,https://fitness473.example.com,5 AM - 11 PM,Mid
424,Fitness Centre 474,"16, Main Road, Bengaluru",BTM Layout,Bengaluru,4.4,2164,CrossFit Box,+91 9876553807,fit474@example.com,https://fitness474.example.com,6 AM - 10 PM,Budget
425,Fitness Centre 475,"14, Main Road, Bengaluru",BTM Layout,Bengaluru,4,1177,CrossFit Box,+91 9876571722,fit475@example.com,https://fitness475.example.com,6 AM - 10 PM,Budget
426,Fitness Centre 476,"59, Main Road, Bengaluru",Indiranagar,Bengaluru,3.9,1354,Dance / Zumba Studio,+91 9876567600,fit476@example.com,https://fitness476.example.com,7 AM - 9 PM,Premium
427,Fitness Centre 477,"67, Main Road, Bengaluru",HSR Layout,Bengaluru,4.6,1552,Yoga Studio,+91 9876512431,fit477@example.com,https://fitness477.example.com,5 AM - 11 PM,Budget
428,Fitness Centre 478,"35, Main Road, Bengaluru",Whitefield,Bengaluru,4.5,1065,Dance / Zumba Studio,+91 9876596212,fit478@example.com,https://fitness478.example.com,24 Hours,Mid
429,Fitness Centre 479,"88, Main Road, Bengaluru",BTM Layout,Bengaluru,3.9,843,CrossFit Box,+91 9876532632,fit479@example.com,https://fitness479.example.com,24 Hours,Mid
430,Fitness Centre 480,"51, Main Road, Bengaluru",Koramangala,Bengaluru,4.8,2235,Dance / Zumba Studio,+91 9876519648,fit480@example.com,https://fitness480.example.com,6 AM - 10 PM,Budget
431,Fitness Centre 481,"27, Main Road, Bengaluru",HSR Layout,Bengaluru,4.4,1142,Dance / Zumba Studio,+91 9876575369,fit481@example.com,https://fitness481.example.com,5 AM - 11 PM,Mid
432,Fitness Centre 482,"73, Main Road, Bengaluru",Jayanagar,Bengaluru,4.4,2146,Yoga Studio,+91 9876527430,fit482@example.com,https://fitness482.example.com,7 AM - 9 PM,Budget
433,Fitness Centre 483,"74, Main Road, Bengaluru",Jayanagar,Bengaluru,4.3,1100,Dance / Zumba Studio,+91 9876590177,fit483@example.com,https://fitness483.example.com,24 Hours,Budget
434,Fitness Centre 484,"16, Main Road, Bengaluru",HSR Layout,Bengaluru,4.7,938,Dance / Zumba Studio,+91 9876558610,fit484@example.com,https://fitness484.example.com,6 AM - 10 PM,Budget
435,Fitness Centre 485,"69, Main Road, Bengaluru",BTM Layout,Bengaluru,3.8,2050,CrossFit Box,+91 9876594651,fit485@example.com,https://fitness485.example.com,6 AM - 10 PM,Premium
436,Fitness Centre 486,"67, Main Road, Bengaluru",Jayanagar,Bengaluru,4.2,2217,CrossFit Box,+91 9876587638,fit486@example.com,https://fitness486.example.com,24 Hours,Mid
437,Fitness Centre 487,"88, Main Road, Bengaluru",Koramangala,Bengaluru,4.4,2496,Yoga Studio,+91 9876586346,fit487@example.com,https://fitness487.example.com,24 Hours,Premium
438,Fitness Centre 488,"54, Main Road, Bengaluru",HSR Layout,Bengaluru,4.5,1117,Yoga Studio,+91 9876524334,fit488@example.com,https://fitness488.example.com,6 AM - 10 PM,Premium
439,Fitness Centre 489,"93, Main Road, Bengaluru",Koramangala,Bengaluru,4.4,1680,Yoga Studio,+91 9876556237,fit489@example.com,https://fitness489.example.com,24 Hours,Mid
440,Fitness Centre 490,"2, Main Road, Bengaluru",Koramangala,Bengaluru,3.8,1559,Gym / Fitness Studio,+91 9876515468,fit490@example.com,https://fitness490.example.com,5 AM - 11 PM,Budget
441,Fitness Centre 491,"59, Main Road, Bengaluru",Koramangala,Bengaluru,4.3,1326,CrossFit Box,+91 9876517915,fit491@example.com,https://fitness491.example.com,5 AM - 11 PM,Mid
442,Fitness Centre 492,"90, Main Road, Bengaluru",HSR Layout,Bengaluru,4.5,1924,Dance / Zumba Studio,+91 9876599471,fit492@example.com,https://fitness492.example.com,6 AM - 10 PM,Budget
443,Fitness Centre 493,"86, Main Road, Bengaluru",Indiranagar,Bengaluru,4.3,2456,Gym / Fitness Studio,+91 9876523396,fit493@example.com,https://fitness493.example.com,6 AM - 10 PM,Premium
444,Fitness Centre 494,"86, Main Road, Bengaluru",Whitefield,Bengaluru,3.9,1450,Gym / Fitness Studio,+91 9876588559,fit494@example.com,https://fitness494.example.com,6 AM - 10 PM,Mid
445,Fitness Centre 495,"87, Main Road, Bengaluru",Indiranagar,Bengaluru,4,1393,Yoga Studio,+91 9876582758,fit495@example.com,https://fitness495.example.com,6 AM - 10 PM,Mid
446,Fitness Centre 496,"12, Main Road, Bengaluru",Indiranagar,Bengaluru,4.7,1014,CrossFit Box,+91 9876595930,fit496@example.com,https://fitness496.example.com,24 Hours,Premium
447,Fitness Centre 497,"63, Main Road, Bengaluru",Indiranagar,Bengaluru,4.6,2314,Gym / Fitness Studio,+91 9876519910,fit497@example.com,https://fitness497.example.com,6 AM - 10 PM,Premium
448,Fitness Centre 498,"3, Main Road, Bengaluru",Koramangala,Bengaluru,4.2,2223,Gym / Fitness Studio,+91 9876553554,fit498@example.com,https://fitness498.example.com,24 Hours,Mid
449,Fitness Centre 499,"99, Main Road, Bengaluru",Jayanagar,Bengaluru,4.3,2017,Gym / Fitness Studio,+91 9876575390,fit499@example.com,https://fitness499.example.com,7 AM - 9 PM,Mid
450,Fitness Centre 500,"18, Main Road, Bengaluru",Jayanagar,Bengaluru,4.1,2439,Dance / Zumba Studio,+91 9876531890,fit500@example.com,https://fitness500.example.com,7 AM - 9 PM,Budget
451,Fitness Centre 501,"13, Main Road, Bengaluru",Whitefield,Bengaluru,4.7,1491,Yoga Studio,+91 9876528035,fit501@example.com,https://fitness501.example.com,5 AM - 11 PM,Budget
452,Fitness Centre 502,"30, Main Road, Bengaluru",Koramangala,Bengaluru,4.2,2346,Gym / Fitness Studio,+91 9876572711,fit502@example.com,https://fitness502.example.com,6 AM - 10 PM,Premium
453,Fitness Centre 503,"25, Main Road, Bengaluru",HSR Layout,Bengaluru,3.8,1489,Yoga Studio,+91 9876517705,fit503@example.com,https://fitness503.example.com,6 AM - 10 PM,Budget
454,Fitness Centre 504,"31, Main Road, Bengaluru",HSR Layout,Bengaluru,3.9,1166,Gym / Fitness Studio,+91 9876565362,fit504@example.com,https://fitness504.example.com,5 AM - 11 PM,Premium
455,Fitness Centre 505,"19, Main Road, Bengaluru",HSR Layout,Bengaluru,3.9,1303,Gym / Fitness Studio,+91 9876561838,fit505@example.com,https://fitness505.example.com,6 AM - 10 PM,Premium
456,Fitness Centre 506,"10, Main Road, Bengaluru",HSR Layout,Bengaluru,4.4,1192,Dance / Zumba Studio,+91 9876526625,fit506@example.com,https://fitness506.example.com,24 Hours,Premium
457,Fitness Centre 507,"10, Main Road, Bengaluru",HSR Layout,Bengaluru,4.7,1101,CrossFit Box,+91 9876579943,fit507@example.com,https://fitness507.example.com,6 AM - 10 PM,Premium
458,Fitness Centre 508,"6, Main Road, Bengaluru",Indiranagar,Bengaluru,4.1,639,Gym / Fitness Studio,+91 9876535373,fit508@example.com,https://fitness508.example.com,24 Hours,Mid
459,Fitness Centre 509,"49, Main Road, Bengaluru",BTM Layout,Bengaluru,3.9,2496,Dance / Zumba Studio,+91 9876548656,fit509@example.com,https://fitness509.example.com,7 AM - 9 PM,Premium
460,Fitness Centre 510,"21, Main Road, Bengaluru",Whitefield,Bengaluru,4.4,1469,Dance / Zumba Studio,+91 9876516609,fit510@example.com,https://fitness510.example.com,6 AM - 10 PM,Mid
461,Fitness Centre 511,"43, Main Road, Bengaluru",Whitefield,Bengaluru,4.4,1681,Dance / Zumba Studio,+91 9876528391,fit511@example.com,https://fitness511.example.com,6 AM - 10 PM,Budget
462,Fitness Centre 512,"28, Main Road, Bengaluru",Jayanagar,Bengaluru,4.5,1364,CrossFit Box,+91 9876578841,fit512@example.com,https://fitness512.example.com,24 Hours,Budget
463,Fitness Centre 513,"92, Main Road, Bengaluru",HSR Layout,Bengaluru,4.5,644,CrossFit Box,+91 9876551930,fit513@example.com,https://fitness513.example.com,7 AM - 9 PM,Premium
464,Fitness Centre 514,"75, Main Road, Bengaluru",Whitefield,Bengaluru,4.6,1326,CrossFit Box,+91 9876577437,fit514@example.com,https://fitness514.example.com,24 Hours,Mid
465,Fitness Centre 515,"4, Main Road, Bengaluru",HSR Layout,Bengaluru,4.2,2260,Gym / Fitness Studio,+91 9876573192,fit515@example.com,https://fitness515.example.com,7 AM - 9 PM,Mid
466,Fitness Centre 516,"97, Main Road, Bengaluru",Whitefield,Bengaluru,4.1,560,Dance / Zumba Studio,+91 9876550746,fit516@example.com,https://fitness516.example.com,5 AM - 11 PM,Premium
467,Fitness Centre 517,"60, Main Road, Bengaluru",Koramangala,Bengaluru,4.1,581,CrossFit Box,+91 9876588259,fit517@example.com,https://fitness517.example.com,24 Hours,Premium
468,Fitness Centre 518,"52, Main Road, Bengaluru",Whitefield,Bengaluru,4.4,726,Dance / Zumba Studio,+91 9876561383,fit518@example.com,https://fitness518.example.com,7 AM - 9 PM,Mid
469,Fitness Centre 519,"19, Main Road, Bengaluru",Indiranagar,Bengaluru,4,650,Dance / Zumba Studio,+91 9876548433,fit519@example.com,https://fitness519.example.com,5 AM - 11 PM,Budget
470,Fitness Centre 520,"34, Main Road, Bengaluru",Jayanagar,Bengaluru,4.3,925,Yoga Studio,+91 9876594760,fit520@example.com,https://fitness520.example.com,6 AM - 10 PM,Premium
471,Fitness Centre 521,"43, Main Road, Bengaluru",Jayanagar,Bengaluru,4.2,2166,Yoga Studio,+91 9876524923,fit521@example.com,https://fitness521.example.com,7 AM - 9 PM,Premium
472,Fitness Centre 522,"94, Main Road, Bengaluru",Indiranagar,Bengaluru,3.9,877,Yoga Studio,+91 9876524959,fit522@example.com,https://fitness522.example.com,24 Hours,Mid
473,Fitness Centre 523,"39, Main Road, Bengaluru",BTM Layout,Bengaluru,4.4,1938,Dance / Zumba Studio,+91 9876599880,fit523@example.com,https://fitness523.example.com,24 Hours,Mid
474,Fitness Centre 524,"76, Main Road, Bengaluru",Indiranagar,Bengaluru,4,2284,Dance / Zumba Studio,+91 9876598686,fit524@example.com,https://fitness524.example.com,7 AM - 9 PM,Budget
475,Fitness Centre 525,"97, Main Road, Bengaluru",Indiranagar,Bengaluru,4,609,CrossFit Box,+91 9876528427,fit525@example.com,https://fitness525.example.com,6 AM - 10 PM,Budget
476,Fitness Centre 526,"58, Main Road, Bengaluru",BTM Layout,Bengaluru,4.1,714,Dance / Zumba Studio,+91 9876515898,fit526@example.com,https://fitness526.example.com,24 Hours,Budget
477,Fitness Centre 527,"94, Main Road, Bengaluru",Koramangala,Bengaluru,4.5,2100,Dance / Zumba Studio,+91 9876523792,fit527@example.com,https://fitness527.example.com,7 AM - 9 PM,Premium
478,Fitness Centre 528,"76, Main Road, Bengaluru",Jayanagar,Bengaluru,4,1232,Dance / Zumba Studio,+91 9876586080,fit528@example.com,https://fitness528.example.com,24 Hours,Budget
479,Fitness Centre 529,"88, Main Road, Bengaluru",Indiranagar,Bengaluru,4.7,805,Yoga Studio,+91 9876552473,fit529@example.com,https://fitness529.example.com,5 AM - 11 PM,Mid
480,Fitness Centre 530,"35, Main Road, Bengaluru",BTM Layout,Bengaluru,4.3,2358,Yoga Studio,+91 9876569324,fit530@example.com,https://fitness530.example.com,7 AM - 9 PM,Premium
481,Fitness Centre 531,"72, Main Road, Bengaluru",Jayanagar,Bengaluru,4.1,2234,Yoga Studio,+91 9876518654,fit531@example.com,https://fitness531.example.com,6 AM - 10 PM,Premium
482,Fitness Centre 532,"67, Main Road, Bengaluru",Jayanagar,Bengaluru,4.2,2163,CrossFit Box,+91 9876512792,fit532@example.com,https://fitness532.example.com,24 Hours,Mid
483,Fitness Centre 533,"27, Main Road, Bengaluru",HSR Layout,Bengaluru,4.3,1550,Dance / Zumba Studio,+91 9876555821,fit533@example.com,https://fitness533.example.com,7 AM - 9 PM,Budget
484,Fitness Centre 534,"93, Main Road, Bengaluru",Whitefield,Bengaluru,4.5,2452,Yoga Studio,+91 9876522927,fit534@example.com,https://fitness534.example.com,5 AM - 11 PM,Premium
485,Fitness Centre 535,"8, Main Road, Bengaluru",Indiranagar,Bengaluru,4,2008,Dance / Zumba Studio,+91 9876520709,fit535@example.com,https://fitness535.example.com,6 AM - 10 PM,Premium
486,Fitness Centre 536,"11, Main Road, Bengaluru",Koramangala,Bengaluru,4.4,1150,Yoga Studio,+91 9876541302,fit536@example.com,https://fitness536.example.com,24 Hours,Premium
487,Fitness Centre 537,"71, Main Road, Bengaluru",HSR Layout,Bengaluru,4.5,1144,Dance / Zumba Studio,+91 9876527028,fit537@example.com,https://fitness537.example.com,5 AM - 11 PM,Budget
488,Fitness Centre 538,"72, Main Road, Bengaluru",Indiranagar,Bengaluru,3.8,1223,Dance / Zumba Studio,+91 9876591022,fit538@example.com,https://fitness538.example.com,6 AM - 10 PM,Mid
489,Fitness Centre 539,"9, Main Road, Bengaluru",Koramangala,Bengaluru,4,2072,CrossFit Box,+91 9876594049,fit539@example.com,https://fitness539.example.com,6 AM - 10 PM,Budget
490,Fitness Centre 540,"98, Main Road, Bengaluru",Jayanagar,Bengaluru,4,1364,Gym / Fitness Studio,+91 9876519937,fit540@example.com,https://fitness540.example.com,5 AM - 11 PM,Budget
491,Fitness Centre 541,"36, Main Road, Bengaluru",Indiranagar,Bengaluru,4.3,1525,Yoga Studio,+91 9876555250,fit541@example.com,https://fitness541.example.com,24 Hours,Budget
492,Fitness Centre 542,"29, Main Road, Bengaluru",Indiranagar,Bengaluru,4.8,1817,Gym / Fitness Studio,+91 9876592263,fit542@example.com,https://fitness542.example.com,7 AM - 9 PM,Premium
493,Fitness Centre 543,"57, Main Road, Bengaluru",Jayanagar,Bengaluru,4.1,1855,Dance / Zumba Studio,+91 9876546381,fit543@example.com,https://fitness543.example.com,7 AM - 9 PM,Mid
494,Fitness Centre 544,"35, Main Road, Bengaluru",Whitefield,Bengaluru,3.8,629,CrossFit Box,+91 9876519226,fit544@example.com,https://fitness544.example.com,5 AM - 11 PM,Budget
495,Fitness Centre 545,"37, Main Road, Bengaluru",Jayanagar,Bengaluru,4.4,2325,Gym / Fitness Studio,+91 9876594765,fit545@example.com,https://fitness545.example.com,24 Hours,Mid
496,Fitness Centre 546,"25, Main Road, Bengaluru",Jayanagar,Bengaluru,4.6,1414,Yoga Studio,+91 9876538052,fit546@example.com,https://fitness546.example.com,5 AM - 11 PM,Budget
497,Fitness Centre 547,"65, Main Road, Bengaluru",HSR Layout,Bengaluru,3.8,1749,Gym / Fitness Studio,+91 9876519875,fit547@example.com,https://fitness547.example.com,24 Hours,Budget
498,Fitness Centre 548,"82, Main Road, Bengaluru",Whitefield,Bengaluru,4.7,1722,Dance / Zumba Studio,+91 9876589670,fit548@example.com,https://fitness548.example.com,5 AM - 11 PM,Premium
499,Fitness Centre 549,"51, Main Road, Bengaluru",BTM Layout,Bengaluru,4.5,2364,CrossFit Box,+91 9876567853,fit549@example.com,https://fitness549.example.com,24 Hours,Premium
500,Fitness Centre 550,"41, Main Road, Bengaluru",Whitefield,Bengaluru,4.7,1077,Dance / Zumba Studio,+91 9876591739,fit550@example.com,https://fitness550.example.com,24 Hours,Budget
